{'en': '49.09090909090909', 'fr': '50.90909090909091'}
{'nl': '49.504950495049506', 'en': '50.495049504950494'}
{'nl': '62.5', 'en': '37.5'}
{'nl': '48.07692307692308', 'en': '51.92307692307692'}
{'nl': '65.78947368421053', 'fr': '34.210526315789465'}
{'nl': '54.347826086956516', 'fr': '45.652173913043484'}
{'nl': '26.737967914438503', 'fr': '73.2620320855615'}
{'nl': '26.595744680851062', 'fr': '73.40425531914894'}
{'nl': '64.93506493506493', 'fr': '35.06493506493507'}
{'nl': '34.24657534246575', 'fr': '65.75342465753425'}
{'nl': '66.66666666666666', 'fr': '33.33333333333334'}
{'nl': '30.864197530864196', 'fr': '69.1358024691358'}
{'nl': '30.67484662576687', 'fr': '69.32515337423312'}
{'nl': '57.47126436781609', 'fr': '42.52873563218391'}
{'nl': '53.191489361702125', 'sk': '46.808510638297875'}
{'nl': '66.66666666666666', 'sk': '33.33333333333334'}
{'nl': '67.56756756756756', 'sk': '32.432432432432435'}
{'nl': '48.54368932038835', 'sk': '51.45631067961165'}
{'nl': '61.72839506172839', 'sk': '38.27160493827161'}
{'nl': '63.29113924050633', 'sk': '36.70886075949367'}
{'nl': '23.58490566037736', 'sk': '76.41509433962264'}
{'nl': '52.083333333333336', 'sk': '47.916666666666664'}
{'nl': '48.54368932038835', 'sk': '51.45631067961165'}
{'nl': '60.24096385542169', 'sk': '39.75903614457831'}
{'nl': '42.016806722689076', 'sl': '57.983193277310924'}
{'nl': '58.139534883720934', 'sl': '41.860465116279066'}
{'nl': '64.93506493506493', 'sl': '35.06493506493507'}
{'nl': '56.17977528089888', 'sl': '43.82022471910112'}
{'nl': '29.239766081871345', 'sl': '70.76023391812865'}
{'nl': '53.191489361702125', 'sl': '46.808510638297875'}
{'nl': '25.64102564102564', 'sl': '74.35897435897436'}
{'nl': '39.37007874015748', 'sl': '60.62992125984252'}
{'nl': '70.4225352112676', 'sl': '29.5774647887324'}
{'nl': '72.46376811594203', 'sl': '27.53623188405797'}
{'nl': '22.026431718061673', 'it': '77.97356828193833'}
{'nl': '50.505050505050505', 'it': '49.494949494949495'}
{'nl': '66.66666666666666', 'it': '33.33333333333334'}
{'nl': '71.42857142857143', 'it': '28.57142857142857'}
{'nl': '39.0625', 'it': '60.9375'}
{'nl': '59.523809523809526', 'it': '40.476190476190474'}
{'nl': '42.3728813559322', 'it': '57.6271186440678'}
{'nl': '48.07692307692308', 'it': '51.92307692307692'}
{'nl': '11.990407673860911', 'it': '88.00959232613909'}
{'nl': '22.421524663677133', 'it': '77.57847533632287'}
{'nl': '48.07692307692308', 'de': '51.92307692307692'}
{'nl': '53.76344086021505', 'de': '46.23655913978495'}
{'nl': '69.44444444444444', 'de': '30.555555555555557'}
{'nl': '50.0', 'de': '50.0'}
{'nl': '40.65040650406504', 'de': '59.34959349593496'}
{'nl': '30.67484662576687', 'de': '69.32515337423312'}
{'nl': '56.17977528089888', 'de': '43.82022471910112'}
{'nl': '59.523809523809526', 'de': '40.476190476190474'}
{'nl': '40.65040650406504', 'de': '59.34959349593496'}
{'nl': '63.29113924050633', 'de': '36.70886075949367'}
{'nl': '64.93506493506493', 'es': '35.06493506493507'}
{'nl': '59.523809523809526', 'es': '40.476190476190474'}
{'nl': '41.32231404958678', 'es': '58.67768595041322'}
{'nl': '57.47126436781609', 'es': '42.52873563218391'}
{'nl': '58.82352941176471', 'es': '41.17647058823529'}
{'nl': '59.523809523809526', 'es': '40.476190476190474'}
{'nl': '28.24858757062147', 'es': '71.75141242937853'}
{'nl': '27.624309392265197', 'es': '72.37569060773481'}
{'nl': '25.125628140703515', 'es': '74.87437185929649'}
{'nl': '48.54368932038835', 'es': '51.45631067961165'}
{'nl': '19.157088122605366', 'en': '80.84291187739464'}
{'nl': '41.66666666666667', 'en': '58.33333333333333'}
{'nl': '69.44444444444444', 'en': '30.555555555555557'}
{'nl': '44.642857142857146', 'en': '55.357142857142854'}
{'nl': '66.66666666666666', 'en': '33.33333333333334'}
{'nl': '23.14814814814815', 'en': '76.85185185185185'}
{'nl': '56.81818181818182', 'en': '43.18181818181818'}
{'nl': '34.96503496503497', 'en': '65.03496503496504'}
{'nl': '52.083333333333336', 'en': '47.916666666666664'}
{'nl': '52.63157894736842', 'en': '47.36842105263158'}
{'nl': '53.76344086021505', 'fr': '46.23655913978495'}
{'nl': '51.546391752577314', 'fr': '48.453608247422686'}
{'nl': '34.96503496503497', 'fr': '65.03496503496504'}
{'nl': '21.008403361344538', 'fr': '78.99159663865547'}
{'nl': '57.47126436781609', 'fr': '42.52873563218391'}
{'nl': '30.303030303030305', 'fr': '69.69696969696969'}
{'nl': '63.29113924050633', 'fr': '36.70886075949367'}
{'nl': '53.76344086021505', 'fr': '46.23655913978495'}
{'nl': '58.82352941176471', 'fr': '41.17647058823529'}
{'nl': '50.505050505050505', 'fr': '49.494949494949495'}
{'nl': '54.94505494505495', 'sk': '45.05494505494505'}
{'nl': '27.322404371584703', 'sk': '72.6775956284153'}
{'nl': '42.3728813559322', 'sk': '57.6271186440678'}
{'nl': '44.24778761061947', 'sk': '55.75221238938053'}
{'nl': '63.29113924050633', 'sk': '36.70886075949367'}
{'nl': '37.3134328358209', 'sk': '62.6865671641791'}
{'nl': '35.2112676056338', 'sk': '64.7887323943662'}
{'nl': '37.03703703703704', 'sk': '62.96296296296296'}
{'nl': '48.54368932038835', 'sk': '51.45631067961165'}
{'nl': '40.98360655737705', 'sk': '59.01639344262295'}
{'nl': '38.16793893129771', 'sl': '61.83206106870229'}
{'nl': '69.44444444444444', 'sl': '30.555555555555557'}
{'nl': '44.642857142857146', 'sl': '55.357142857142854'}
{'nl': '40.32258064516129', 'sl': '59.67741935483871'}
{'nl': '47.61904761904761', 'sl': '52.38095238095239'}
{'nl': '58.139534883720934', 'sl': '41.860465116279066'}
{'nl': '42.016806722689076', 'sl': '57.983193277310924'}
{'nl': '56.81818181818182', 'sl': '43.18181818181818'}
{'nl': '69.44444444444444', 'sl': '30.555555555555557'}
{'nl': '53.76344086021505', 'sl': '46.23655913978495'}
{'nl': '50.505050505050505', 'it': '49.494949494949495'}
{'nl': '36.231884057971016', 'it': '63.768115942028984'}
{'nl': '60.24096385542169', 'it': '39.75903614457831'}
{'nl': '55.55555555555556', 'it': '44.44444444444444'}
{'nl': '54.347826086956516', 'it': '45.652173913043484'}
{'nl': '60.24096385542169', 'it': '39.75903614457831'}
{'nl': '41.66666666666667', 'it': '58.33333333333333'}
{'nl': '31.25', 'it': '68.75'}
{'nl': '50.505050505050505', 'it': '49.494949494949495'}
{'nl': '40.0', 'it': '60.0'}
{'nl': '29.761904761904763', 'de': '70.23809523809524'}
{'nl': '71.42857142857143', 'de': '28.57142857142857'}
{'nl': '33.33333333333333', 'de': '66.66666666666667'}
{'nl': '58.139534883720934', 'de': '41.860465116279066'}
{'nl': '58.82352941176471', 'de': '41.17647058823529'}
{'nl': '23.809523809523807', 'de': '76.19047619047619'}
{'nl': '39.682539682539684', 'de': '60.317460317460316'}
{'nl': '29.411764705882355', 'de': '70.58823529411765'}
{'nl': '54.347826086956516', 'de': '45.652173913043484'}
{'nl': '58.139534883720934', 'de': '41.860465116279066'}
{'nl': '43.859649122807014', 'es': '56.140350877192986'}
{'nl': '41.66666666666667', 'es': '58.33333333333333'}
{'nl': '16.611295681063122', 'es': '83.38870431893687'}
{'nl': '41.32231404958678', 'es': '58.67768595041322'}
{'nl': '50.505050505050505', 'es': '49.494949494949495'}
{'nl': '26.737967914438503', 'es': '73.2620320855615'}
{'nl': '66.66666666666666', 'es': '33.33333333333334'}
{'nl': '9.541984732824428', 'es': '90.45801526717557'}
{'nl': '61.72839506172839', 'es': '38.27160493827161'}
{'nl': '60.24096385542169', 'es': '39.75903614457831'}
{'nl': '76.30331753554502'}
{'nl': '38.27160493827161'}
{'nl': '39.75903614457831'}
{'nl': '41.17647058823529'}
{'nl': '78.16593886462883'}
{'nl': '35.06493506493507'}
{'nl': '69.51219512195122'}
{'nl': '31.506849315068493'}
{'nl': '47.36842105263158'}
{'nl': '42.52873563218391'}
{'nl': '39.130434782608695', 'en': '60.869565217391305'}
{'nl': '30.337078651685395', 'en': '69.6629213483146'}
{'nl': '41.53846153846154', 'en': '58.46153846153846'}
{'nl': '8.132530120481928', 'en': '91.86746987951807'}
{'nl': '34.61538461538461', 'en': '65.38461538461539'}
{'nl': '27.0', 'en': '73.0'}
{'nl': '23.684210526315788', 'en': '76.31578947368422'}
{'nl': '47.368421052631575', 'en': '52.631578947368425'}
{'nl': '45.0', 'en': '55.0'}
{'nl': '25.0', 'en': '75.0'}
{'nl': '25.0', 'fr': '75.0'}
{'nl': '32.142857142857146', 'fr': '67.85714285714286'}
{'nl': '18.0', 'fr': '82.0'}
{'nl': '49.09090909090909', 'fr': '50.90909090909091'}
{'nl': '42.1875', 'fr': '57.8125'}
{'nl': '20.610687022900763', 'fr': '79.38931297709924'}
{'nl': '28.125', 'fr': '71.875'}
{'nl': '27.0', 'fr': '73.0'}
{'nl': '49.09090909090909', 'fr': '50.90909090909091'}
{'nl': '24.545454545454547', 'fr': '75.45454545454545'}
{'nl': '44.26229508196721', 'sk': '55.73770491803279'}
{'nl': '34.177215189873415', 'sk': '65.82278481012659'}
{'nl': '46.55172413793103', 'sk': '53.44827586206897'}
{'nl': '40.909090909090914', 'sk': '59.090909090909086'}
{'nl': '41.53846153846154', 'sk': '58.46153846153846'}
{'nl': '46.55172413793103', 'sk': '53.44827586206897'}
{'nl': '43.54838709677419', 'sk': '56.45161290322581'}
{'nl': '36.986301369863014', 'sk': '63.013698630136986'}
{'nl': '43.54838709677419', 'sk': '56.45161290322581'}
{'nl': '40.298507462686565', 'sk': '59.701492537313435'}
{'nl': '28.421052631578945', 'sl': '71.57894736842105'}
{'nl': '43.54838709677419', 'sl': '56.45161290322581'}
{'nl': '26.21359223300971', 'sl': '73.7864077669903'}
{'nl': '45.76271186440678', 'sl': '54.23728813559322'}
{'nl': '50.0', 'sl': '50.0'}
{'nl': '19.148936170212767', 'sl': '80.85106382978724'}
{'nl': '27.55102040816326', 'sl': '72.44897959183675'}
{'nl': '50.943396226415096', 'sl': '49.056603773584904'}
{'nl': '43.54838709677419', 'sl': '56.45161290322581'}
{'nl': '23.076923076923077', 'sl': '76.92307692307692'}
{'nl': '33.75', 'it': '66.25'}
{'nl': '56.25', 'it': '43.75'}
{'nl': '28.723404255319153', 'it': '71.27659574468085'}
{'nl': '49.09090909090909', 'it': '50.90909090909091'}
{'nl': '45.76271186440678', 'it': '54.23728813559322'}
{'nl': '42.1875', 'it': '57.8125'}
{'nl': '25.961538461538463', 'it': '74.03846153846153'}
{'nl': '28.723404255319153', 'it': '71.27659574468085'}
{'nl': '32.142857142857146', 'it': '67.85714285714286'}
{'nl': '22.689075630252102', 'it': '77.3109243697479'}
{'nl': '16.875', 'de': '83.125'}
{'nl': '43.54838709677419', 'de': '56.45161290322581'}
{'nl': '29.67032967032967', 'de': '70.32967032967034'}
{'nl': '31.03448275862069', 'de': '68.9655172413793'}
{'nl': '45.76271186440678', 'de': '54.23728813559322'}
{'nl': '45.76271186440678', 'de': '54.23728813559322'}
{'nl': '51.92307692307693', 'de': '48.07692307692307'}
{'nl': '45.76271186440678', 'de': '54.23728813559322'}
{'nl': '48.214285714285715', 'de': '51.785714285714285'}
{'nl': '56.25', 'de': '43.75'}
{'nl': '18.0', 'es': '82.0'}
{'nl': '18.0', 'es': '82.0'}
{'nl': '27.0', 'es': '73.0'}
{'nl': '39.705882352941174', 'es': '60.294117647058826'}
{'nl': '5.9734513274336285', 'es': '94.02654867256638'}
{'nl': '45.76271186440678', 'es': '54.23728813559322'}
{'nl': '25.233644859813083', 'es': '74.76635514018692'}
{'nl': '38.028169014084504', 'es': '61.971830985915496'}
{'nl': '27.835051546391753', 'es': '72.16494845360825'}
{'nl': '11.20331950207469', 'es': '88.79668049792531'}
{'nl': '17.197452229299362', 'en': '82.80254777070064'}
{'nl': '23.076923076923077', 'en': '76.92307692307692'}
{'nl': '35.526315789473685', 'en': '64.47368421052632'}
{'nl': '15.606936416184972', 'en': '84.39306358381504'}
{'nl': '21.774193548387096', 'en': '78.2258064516129'}
{'nl': '52.94117647058824', 'en': '47.05882352941176'}
{'nl': '21.774193548387096', 'en': '78.2258064516129'}
{'nl': '24.324324324324326', 'en': '75.67567567567568'}
{'nl': '16.77018633540373', 'en': '83.22981366459626'}
{'nl': '19.28571428571429', 'en': '80.71428571428571'}
{'nl': '42.857142857142854', 'fr': '57.142857142857146'}
{'nl': '50.943396226415096', 'fr': '49.056603773584904'}
{'nl': '27.0', 'fr': '73.0'}
{'nl': '44.26229508196721', 'fr': '55.73770491803279'}
{'nl': '13.917525773195877', 'fr': '86.08247422680412'}
{'nl': '50.943396226415096', 'fr': '49.056603773584904'}
{'nl': '12.857142857142856', 'fr': '87.14285714285714'}
{'nl': '40.909090909090914', 'fr': '59.090909090909086'}
{'nl': '31.76470588235294', 'fr': '68.23529411764706'}
{'nl': '28.125', 'fr': '71.875'}
{'nl': '29.03225806451613', 'sk': '70.96774193548387'}
{'nl': '20.454545454545457', 'sk': '79.54545454545455'}
{'nl': '18.0', 'sk': '82.0'}
{'nl': '19.014084507042252', 'sk': '80.98591549295774'}
{'nl': '46.55172413793103', 'sk': '53.44827586206897'}
{'nl': '37.5', 'sk': '62.5'}
{'nl': '47.368421052631575', 'sk': '52.631578947368425'}
{'nl': '58.69565217391305', 'sk': '41.30434782608695'}
{'nl': '34.177215189873415', 'sk': '65.82278481012659'}
{'nl': '26.21359223300971', 'sk': '73.7864077669903'}
{'nl': '21.774193548387096', 'sl': '78.2258064516129'}
{'nl': '42.1875', 'sl': '57.8125'}
{'nl': '54.0', 'sl': '46.0'}
{'nl': '49.09090909090909', 'sl': '50.90909090909091'}
{'nl': '35.526315789473685', 'sl': '64.47368421052632'}
{'nl': '43.54838709677419', 'sl': '56.45161290322581'}
{'nl': '21.09375', 'sl': '78.90625'}
{'nl': '39.705882352941174', 'sl': '60.294117647058826'}
{'nl': '60.0', 'sl': '40.0'}
{'nl': '38.57142857142858', 'sl': '61.42857142857142'}
{'nl': '28.125', 'it': '71.875'}
{'nl': '20.610687022900763', 'it': '79.38931297709924'}
{'nl': '40.909090909090914', 'it': '59.090909090909086'}
{'nl': '56.25', 'it': '43.75'}
{'nl': '44.26229508196721', 'it': '55.73770491803279'}
{'nl': '42.857142857142854', 'it': '57.142857142857146'}
{'nl': '52.94117647058824', 'it': '47.05882352941176'}
{'nl': '30.337078651685395', 'it': '69.6629213483146'}
{'nl': '26.21359223300971', 'it': '73.7864077669903'}
{'nl': '38.028169014084504', 'it': '61.971830985915496'}
{'nl': '22.31404958677686', 'de': '77.68595041322314'}
{'nl': '40.298507462686565', 'de': '59.701492537313435'}
{'nl': '24.770642201834864', 'de': '75.22935779816514'}
{'nl': '60.0', 'de': '40.0'}
{'nl': '42.1875', 'de': '57.8125'}
{'nl': '52.94117647058824', 'de': '47.05882352941176'}
{'nl': '16.16766467065868', 'de': '83.83233532934132'}
{'nl': '42.857142857142854', 'de': '57.142857142857146'}
{'nl': '50.943396226415096', 'de': '49.056603773584904'}
{'nl': '23.684210526315788', 'de': '76.31578947368422'}
{'nl': '20.76923076923077', 'es': '79.23076923076923'}
{'nl': '36.0', 'es': '64.0'}
{'nl': '35.064935064935064', 'es': '64.93506493506493'}
{'nl': '32.53012048192771', 'es': '67.46987951807229'}
{'nl': '11.790393013100436', 'es': '88.20960698689956'}
{'nl': '26.47058823529412', 'es': '73.52941176470588'}
{'nl': '41.53846153846154', 'es': '58.46153846153846'}
{'nl': '28.125', 'es': '71.875'}
{'nl': '44.26229508196721', 'es': '55.73770491803279'}
{'nl': '12.980769230769232', 'es': '87.01923076923077'}
{'nl': '51.785714285714285'}
{'nl': '50.90909090909091'}
{'nl': '73.0'}
{'nl': '52.631578947368425'}
{'nl': '75.45454545454545'}
{'nl': '53.44827586206897'}
{'nl': '51.785714285714285'}
{'nl': '48.07692307692307'}
{'nl': '73.0'}
{'nl': '43.75'}
{'nl': '87.87878787878788', 'en': '12.121212121212125'}
{'nl': '64.44444444444444', 'en': '35.55555555555556'}
{'nl': '71.900826446281', 'en': '28.099173553718998'}
{'nl': '65.1685393258427', 'en': '34.8314606741573'}
{'nl': '80.93023255813954', 'en': '19.069767441860463'}
{'nl': '56.493506493506494', 'en': '43.506493506493506'}
{'nl': '78.37837837837837', 'en': '21.621621621621628'}
{'nl': '85.71428571428571', 'en': '14.285714285714292'}
{'nl': '58.78378378378378', 'en': '41.21621621621622'}
{'nl': '82.46445497630332', 'en': '17.535545023696685'}
{'nl': '53.53846153846153', 'fr': '46.46153846153847'}
{'nl': '57.615894039735096', 'fr': '42.384105960264904'}
{'nl': '77.67857142857143', 'fr': '22.32142857142857'}
{'nl': '88.77551020408163', 'fr': '11.224489795918373'}
{'nl': '58.98305084745763', 'fr': '41.01694915254237'}
{'nl': '79.81651376146789', 'fr': '20.18348623853211'}
{'nl': '77.67857142857143', 'fr': '22.32142857142857'}
{'nl': '71.31147540983606', 'fr': '28.688524590163937'}
{'nl': '48.739495798319325', 'fr': '51.260504201680675'}
{'nl': '83.65384615384616', 'fr': '16.34615384615384'}
{'nl': '87.43718592964824', 'sk': '12.562814070351763'}
{'nl': '79.81651376146789', 'sk': '20.18348623853211'}
{'nl': '79.81651376146789', 'sk': '20.18348623853211'}
{'nl': '73.41772151898735', 'sk': '26.58227848101265'}
{'nl': '77.33333333333333', 'sk': '22.66666666666667'}
{'nl': '87.43718592964824', 'sk': '12.562814070351763'}
{'nl': '87.43718592964824', 'sk': '12.562814070351763'}
{'nl': '80.93023255813954', 'sk': '19.069767441860463'}
{'nl': '60.207612456747405', 'sk': '39.792387543252595'}
{'nl': '54.54545454545454', 'sk': '45.45454545454546'}
{'nl': '76.65198237885463', 'sl': '23.348017621145374'}
{'nl': '86.13861386138613', 'sl': '13.861386138613867'}
{'nl': '78.73303167420815', 'sl': '21.26696832579185'}
{'nl': '74.04255319148936', 'sl': '25.95744680851064'}
{'nl': '68.77470355731225', 'sl': '31.22529644268775'}
{'nl': '80.93023255813954', 'sl': '19.069767441860463'}
{'nl': '85.29411764705883', 'sl': '14.705882352941174'}
{'nl': '85.71428571428571', 'sl': '14.285714285714292'}
{'nl': '51.94029850746269', 'sl': '48.05970149253731'}
{'nl': '80.93023255813954', 'sl': '19.069767441860463'}
{'nl': '84.05797101449275', 'it': '15.94202898550725'}
{'nl': '63.272727272727266', 'it': '36.727272727272734'}
{'nl': '42.4390243902439', 'it': '57.5609756097561'}
{'nl': '54.20560747663551', 'it': '45.79439252336449'}
{'nl': '51.17647058823529', 'it': '48.82352941176471'}
{'nl': '40.37122969837587', 'it': '59.62877030162413'}
{'nl': '84.05797101449275', 'it': '15.94202898550725'}
{'nl': '70.16129032258065', 'it': '29.838709677419345'}
{'nl': '87.43718592964824', 'it': '12.562814070351763'}
{'nl': '81.69014084507043', 'it': '18.30985915492957'}
{'nl': '73.72881355932203', 'de': '26.271186440677965'}
{'nl': '66.92307692307692', 'de': '33.07692307692308'}
{'nl': '71.31147540983606', 'de': '28.688524590163937'}
{'nl': '63.73626373626373', 'de': '36.26373626373627'}
{'nl': '84.46601941747572', 'de': '15.53398058252428'}
{'nl': '87.87878787878788', 'de': '12.121212121212125'}
{'nl': '90.625', 'de': '9.375'}
{'nl': '88.77551020408163', 'de': '11.224489795918373'}
{'nl': '91.09947643979058', 'de': '8.900523560209422'}
{'nl': '44.16243654822335', 'de': '55.83756345177665'}
{'nl': '60.0', 'es': '40.0'}
{'nl': '88.77551020408163', 'es': '11.224489795918373'}
{'nl': '64.68401486988847', 'es': '35.31598513011153'}
{'nl': '81.30841121495327', 'es': '18.691588785046733'}
{'nl': '79.0909090909091', 'es': '20.909090909090907'}
{'nl': '62.8158844765343', 'es': '37.1841155234657'}
{'nl': '78.73303167420815', 'es': '21.26696832579185'}
{'nl': '64.44444444444444', 'es': '35.55555555555556'}
{'nl': '88.3248730964467', 'es': '11.675126903553306'}
{'nl': '74.35897435897436', 'es': '25.641025641025635'}
{'nl': '47.8021978021978', 'en': '52.1978021978022'}
{'nl': '82.46445497630332', 'en': '17.535545023696685'}
{'nl': '87.0', 'en': '13.0'}
{'nl': '81.69014084507043', 'en': '18.30985915492957'}
{'nl': '70.16129032258065', 'en': '29.838709677419345'}
{'nl': '68.77470355731225', 'en': '31.22529644268775'}
{'nl': '78.73303167420815', 'en': '21.26696832579185'}
{'nl': '79.0909090909091', 'en': '20.909090909090907'}
{'nl': '56.493506493506494', 'en': '43.506493506493506'}
{'nl': '87.87878787878788', 'en': '12.121212121212125'}
{'nl': '58.19397993311036', 'fr': '41.80602006688964'}
{'nl': '67.44186046511628', 'fr': '32.55813953488372'}
{'nl': '84.8780487804878', 'fr': '15.121951219512198'}
{'nl': '79.0909090909091', 'fr': '20.909090909090907'}
{'nl': '80.55555555555556', 'fr': '19.444444444444443'}
{'nl': '65.9090909090909', 'fr': '34.09090909090909'}
{'nl': '84.8780487804878', 'fr': '15.121951219512198'}
{'nl': '71.60493827160494', 'fr': '28.395061728395063'}
{'nl': '84.05797101449275', 'fr': '15.94202898550725'}
{'nl': '88.77551020408163', 'fr': '11.224489795918373'}
{'nl': '78.02690582959642', 'sk': '21.973094170403584'}
{'nl': '73.41772151898735', 'sk': '26.58227848101265'}
{'nl': '77.67857142857143', 'sk': '22.32142857142857'}
{'nl': '79.81651376146789', 'sk': '20.18348623853211'}
{'nl': '83.25358851674642', 'sk': '16.74641148325358'}
{'nl': '75.65217391304347', 'sk': '24.34782608695653'}
{'nl': '78.37837837837837', 'sk': '21.621621621621628'}
{'nl': '86.56716417910447', 'sk': '13.432835820895534'}
{'nl': '57.80730897009967', 'sk': '42.19269102990033'}
{'nl': '63.272727272727266', 'sk': '36.727272727272734'}
{'nl': '57.615894039735096', 'sl': '42.384105960264904'}
{'nl': '87.0', 'sl': '13.0'}
{'nl': '83.25358851674642', 'sl': '16.74641148325358'}
{'nl': '79.81651376146789', 'sl': '20.18348623853211'}
{'nl': '82.46445497630332', 'sl': '17.535545023696685'}
{'nl': '77.67857142857143', 'sl': '22.32142857142857'}
{'nl': '71.0204081632653', 'sl': '28.9795918367347'}
{'nl': '59.183673469387756', 'sl': '40.816326530612244'}
{'nl': '54.20560747663551', 'sl': '45.79439252336449'}
{'nl': '87.0', 'sl': '13.0'}
{'nl': '58.58585858585859', 'it': '41.41414141414141'}
{'nl': '85.71428571428571', 'it': '14.285714285714292'}
{'nl': '84.46601941747572', 'it': '15.53398058252428'}
{'nl': '79.45205479452055', 'it': '20.54794520547945'}
{'nl': '82.0754716981132', 'it': '17.924528301886795'}
{'nl': '62.365591397849464', 'it': '37.634408602150536'}
{'nl': '85.71428571428571', 'it': '14.285714285714292'}
{'nl': '72.19917012448133', 'it': '27.800829875518673'}
{'nl': '48.199445983379505', 'it': '51.800554016620495'}
{'nl': '71.31147540983606', 'it': '28.688524590163937'}
{'nl': '72.5', 'de': '27.5'}
{'nl': '84.46601941747572', 'de': '15.53398058252428'}
{'nl': '87.0', 'de': '13.0'}
{'nl': '81.69014084507043', 'de': '18.30985915492957'}
{'nl': '72.19917012448133', 'de': '27.800829875518673'}
{'nl': '74.04255319148936', 'de': '25.95744680851064'}
{'nl': '90.625', 'de': '9.375'}
{'nl': '84.8780487804878', 'de': '15.121951219512198'}
{'nl': '87.0', 'de': '13.0'}
{'nl': '85.29411764705883', 'de': '14.705882352941174'}
{'nl': '64.20664206642066', 'es': '35.793357933579344'}
{'nl': '84.46601941747572', 'es': '15.53398058252428'}
{'nl': '86.13861386138613', 'es': '13.861386138613867'}
{'nl': '88.3248730964467', 'es': '11.675126903553306'}
{'nl': '76.65198237885463', 'es': '23.348017621145374'}
{'nl': '78.37837837837837', 'es': '21.621621621621628'}
{'nl': '77.67857142857143', 'es': '22.32142857142857'}
{'nl': '84.46601941747572', 'es': '15.53398058252428'}
{'nl': '79.81651376146789', 'es': '20.18348623853211'}
{'nl': '52.567975830815705', 'es': '47.432024169184295'}
{'nl': '15.53398058252428'}
{'nl': '21.621621621621628'}
{'nl': '15.94202898550725'}
{'nl': '25.641025641025635'}
{'nl': '44.93670886075949'}
{'nl': '18.30985915492957'}
{'nl': '13.861386138613867'}
{'nl': '14.285714285714292'}
{'nl': '28.9795918367347'}
{'nl': '12.121212121212125'}
{'en': '58.33333333333333'}
{'en': '55.223880597014926'}
{'en': '49.152542372881356'}
{'en': '57.142857142857146'}
{'en': '48.275862068965516'}
{'en': '71.42857142857143'}
{'en': '41.17647058823529'}
{'en': '69.38775510204081'}
{'en': '73.21428571428572'}
{'en': '62.96296296296296'}
{'en': '46.15384615384615', 'fr': '53.84615384615385'}
{'en': '29.411764705882355', 'fr': '70.58823529411765'}
{'en': '38.46153846153847', 'fr': '61.53846153846153'}
{'en': '28.30188679245283', 'fr': '71.69811320754717'}
{'en': '28.846153846153843', 'fr': '71.15384615384616'}
{'en': '35.294117647058826', 'fr': '64.70588235294117'}
{'en': '18.75', 'fr': '81.25'}
{'en': '41.66666666666667', 'fr': '58.33333333333333'}
{'en': '26.785714285714285', 'fr': '73.21428571428572'}
{'en': '13.698630136986301', 'fr': '86.3013698630137'}
{'en': '38.46153846153847', 'sk': '61.53846153846153'}
{'en': '58.82352941176471', 'sk': '41.17647058823529'}
{'en': '49.18032786885246', 'sk': '50.81967213114754'}
{'en': '41.66666666666667', 'sk': '58.33333333333333'}
{'en': '48.38709677419355', 'sk': '51.61290322580645'}
{'en': '53.57142857142857', 'sk': '46.42857142857143'}
{'en': '26.31578947368421', 'sk': '73.6842105263158'}
{'en': '50.847457627118644', 'sk': '49.152542372881356'}
{'en': '50.847457627118644', 'sk': '49.152542372881356'}
{'en': '54.54545454545454', 'sk': '45.45454545454546'}
{'en': '46.875', 'sl': '53.125'}
{'en': '38.46153846153847', 'sl': '61.53846153846153'}
{'en': '56.60377358490566', 'sl': '43.39622641509434'}
{'en': '19.480519480519483', 'sl': '80.51948051948051'}
{'en': '32.25806451612903', 'sl': '67.74193548387098'}
{'en': '46.15384615384615', 'sl': '53.84615384615385'}
{'en': '25.64102564102564', 'sl': '74.35897435897436'}
{'en': '36.144578313253014', 'sl': '63.855421686746986'}
{'en': '40.54054054054054', 'sl': '59.45945945945946'}
{'en': '40.54054054054054', 'sl': '59.45945945945946'}
{'en': '21.12676056338028', 'it': '78.87323943661971'}
{'en': '39.473684210526315', 'it': '60.526315789473685'}
{'en': '46.875', 'it': '53.125'}
{'en': '36.58536585365854', 'it': '63.41463414634146'}
{'en': '56.60377358490566', 'it': '43.39622641509434'}
{'en': '60.0', 'it': '40.0'}
{'en': '53.57142857142857', 'it': '46.42857142857143'}
{'en': '38.961038961038966', 'it': '61.038961038961034'}
{'en': '48.38709677419355', 'it': '51.61290322580645'}
{'en': '53.57142857142857', 'it': '46.42857142857143'}
{'en': '48.38709677419355', 'de': '51.61290322580645'}
{'en': '53.57142857142857', 'de': '46.42857142857143'}
{'en': '25.862068965517242', 'de': '74.13793103448276'}
{'en': '15.463917525773196', 'de': '84.5360824742268'}
{'en': '55.55555555555556', 'de': '44.44444444444444'}
{'en': '60.0', 'de': '40.0'}
{'en': '25.862068965517242', 'de': '74.13793103448276'}
{'en': '54.54545454545454', 'de': '45.45454545454546'}
{'en': '21.73913043478261', 'de': '78.26086956521739'}
{'en': '34.883720930232556', 'de': '65.11627906976744'}
{'en': '53.57142857142857', 'es': '46.42857142857143'}
{'en': '14.285714285714285', 'es': '85.71428571428572'}
{'en': '53.57142857142857', 'es': '46.42857142857143'}
{'en': '18.404907975460123', 'es': '81.59509202453988'}
{'en': '16.666666666666664', 'es': '83.33333333333334'}
